type,id,apidoc_Text
package,java/util/prefs,This package allows applications to store and retrieve user and systempreference and configuration data. This data is stored persistently in animplementation-dependent backing store. There are two separate trees ofpreference nodes, one for user preferences and one for system preferences.Package SpecificationRelated Documentation-->@since JDK1.4
package,java/util/spi,Service provider classes for the classes in the java.util package.Package Specification##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### ##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####Related DocumentationFor overviews, tutorials, examples, guides, and tool documentation, please see: ##### REFER TO NON-SPEC DOCUMENTATION HERE #####-->@since 1.6
package,java/security/cert,Provides classes and interfaces for parsing and managingcertificates, certificate revocation lists (CRLs), and certification paths. It contains support for X.509 v3 certificates and X.509 v2 CRLs.Package Specification Cryptography Architecture RFC 2459: X.509 Certificate and CRL ProfileRelated DocumentationFor information about X.509 certificates and CRLs, please see: http://www.ietf.org/rfc/rfc2459.txt X.509 Certificates and CRLs@since 1.2
package,java/security/acl,The classes and interfaces in this package have beensuperseded by classes in the java.security package.See that package and, for example, java.security.Permission for details.Package Specification##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### ##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####Related DocumentationFor overviews, tutorials, examples, guides, and tool documentation, please see: ##### REFER TO NON-SPEC DOCUMENTATION HERE #####-->@since JDK1.1
method,org/eclipse/jface/dialogs/TrayDialog/closeTray/, Closes this dialog's tray, disposing its widgets. @throws IllegalStateException if the tray was not open
method,org/eclipse/jface/dialogs/TrayDialog/close/,
method,org/eclipse/jface/dialogs/TrayDialog/createButtonBar/Composite,
method,org/eclipse/jface/dialogs/TrayDialog/getTray/, Returns the tray currently shown in the dialog, or null if there is no tray. @return the dialog's current tray, or null if there is none
method,org/eclipse/jface/dialogs/TrayDialog/openTray/DialogTray, Constructs the tray's widgets and displays the tray in this dialog. The dialog's size will be adjusted to accomodate the tray. @param tray the tray to show in this dialog @throws IllegalStateException if the dialog already has a tray open @throws UnsupportedOperationException if the dialog does not support trays, for example if it uses a custom layout.
field,org/eclipse/jface/dialogs/IDialogConstants/OK_ID, Button id for an Ok button (value 0).
field,org/eclipse/jface/dialogs/IDialogConstants/CANCEL_ID, Button id for a Cancel button (value 1).
field,org/eclipse/jface/dialogs/IDialogConstants/YES_ID, Button id for a Yes button (value 2).
field,org/eclipse/jface/dialogs/IDialogConstants/NO_ID, Button id for a No button (value 3).
field,org/eclipse/jface/dialogs/IDialogConstants/YES_TO_ALL_ID, Button id for a Yes to All button (value 4).
field,org/eclipse/jface/dialogs/IDialogConstants/SKIP_ID, Button id for a Skip button (value 5).
field,org/eclipse/jface/dialogs/IDialogConstants/STOP_ID, Button id for a Stop button (value 6).
field,org/eclipse/jface/dialogs/IDialogConstants/ABORT_ID, Button id for an Abort button (value 7).
field,org/eclipse/jface/dialogs/IDialogConstants/RETRY_ID, Button id for a Retry button (value 8).
field,org/eclipse/jface/dialogs/IDialogConstants/IGNORE_ID, Button id for an Ignore button (value 9).
field,org/eclipse/jface/dialogs/IDialogConstants/PROCEED_ID, Button id for a Proceed button (value 10).
field,org/eclipse/jface/dialogs/IDialogConstants/OPEN_ID, Button id for an Open button (value 11).
field,org/eclipse/jface/dialogs/IDialogConstants/CLOSE_ID, Button id for a Close button (value 12).
field,org/eclipse/jface/dialogs/IDialogConstants/DETAILS_ID, Button id for a Details button (value 13).
field,org/eclipse/jface/dialogs/IDialogConstants/BACK_ID, Button id for a Back button (value 14).
field,org/eclipse/jface/dialogs/IDialogConstants/NEXT_ID, Button id for a Next button (value 15).
field,org/eclipse/jface/dialogs/IDialogConstants/FINISH_ID, Button id for a Finish button (value 16).
field,org/eclipse/jface/dialogs/IDialogConstants/HELP_ID, Button id for a Help button (value 17).
field,org/eclipse/jface/dialogs/IDialogConstants/SELECT_ALL_ID, Button id for a Select All button (value 18).
field,org/eclipse/jface/dialogs/IDialogConstants/DESELECT_ALL_ID, Button id for a Deselect All button (value 19).
field,org/eclipse/jface/dialogs/IDialogConstants/SELECT_TYPES_ID, Button id for a Select types button (value 20).
field,org/eclipse/jface/dialogs/IDialogConstants/NO_TO_ALL_ID, Button id for a No to All button (value 21).
field,org/eclipse/jface/dialogs/IDialogConstants/INTERNAL_ID, Starting button id reserved for internal use by JFace (value 256). JFace classes make ids by adding to this number.
field,org/eclipse/jface/dialogs/IDialogConstants/OK_LABEL, The label for OK buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/CANCEL_LABEL, The label for cancel buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/YES_LABEL, The label for yes buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/NO_LABEL, The label for no buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/NO_TO_ALL_LABEL, The label for not to all buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/YES_TO_ALL_LABEL, The label for yes to all buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/SKIP_LABEL, The label for skip buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/STOP_LABEL, The label for stop buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/ABORT_LABEL, The label for abort buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/RETRY_LABEL, The label for retry buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/IGNORE_LABEL, The label for ignore buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/PROCEED_LABEL, The label for proceed buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/OPEN_LABEL, The label for open buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/CLOSE_LABEL, The label for close buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/SHOW_DETAILS_LABEL, The label for show details buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/HIDE_DETAILS_LABEL, The label for hide details buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/BACK_LABEL, The label for back buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/NEXT_LABEL, The label for next buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/FINISH_LABEL, The label for finish buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/HELP_LABEL, The label for help buttons.
field,org/eclipse/jface/dialogs/IDialogConstants/VERTICAL_MARGIN, Vertical margin in dialog units (value 7).
field,org/eclipse/jface/dialogs/IDialogConstants/VERTICAL_SPACING, Vertical spacing in dialog units (value 4).
field,org/eclipse/jface/dialogs/IDialogConstants/HORIZONTAL_MARGIN, Horizontal margin in dialog units (value 7).
field,org/eclipse/jface/dialogs/IDialogConstants/HORIZONTAL_SPACING, Horizontal spacing in dialog units (value 4).
field,org/eclipse/jface/dialogs/IDialogConstants/BUTTON_BAR_HEIGHT, Height of button bar in dialog units (value 25).
field,org/eclipse/jface/dialogs/IDialogConstants/LEFT_MARGIN, Left margin in dialog units (value 20).
field,org/eclipse/jface/dialogs/IDialogConstants/BUTTON_MARGIN, Button margin in dialog units (value 4).
field,org/eclipse/jface/dialogs/IDialogConstants/BUTTON_HEIGHT, Button height in dialog units (value 14). @deprecated This constant is no longer in use. The button heights are now determined by the layout.
field,org/eclipse/jface/dialogs/IDialogConstants/BUTTON_WIDTH, Button width in dialog units (value 61).
field,org/eclipse/jface/dialogs/IDialogConstants/INDENT, Indent in dialog units (value 21).
field,org/eclipse/jface/dialogs/IDialogConstants/SMALL_INDENT, Small indent in dialog units (value 7).
field,org/eclipse/jface/dialogs/IDialogConstants/ENTRY_FIELD_WIDTH, Entry field width in dialog units (value 200).
field,org/eclipse/jface/dialogs/IDialogConstants/MINIMUM_MESSAGE_AREA_WIDTH, Minimum width of message area in dialog units (value 300).
method,org/eclipse/jface/dialogs/ControlAnimator/ControlAnimator/Control, Constructs a new ControlAnimator instance and passes along the control that will be displayed or hidden. @param control the control that will be displayed or hidden.
field,org/eclipse/jface/dialogs/ControlAnimator/control,the control that will be displayed or hidden 
method,org/eclipse/jface/dialogs/ProgressIndicator/beginAnimatedTask/, Initialize the progress bar to be animated.
method,org/eclipse/jface/dialogs/ProgressIndicator/beginTask/int, Initialize the progress bar. @param max The maximum value.
method,org/eclipse/jface/dialogs/ProgressIndicator/done/, Progress is done.
method,org/eclipse/jface/dialogs/ProgressIndicator/sendRemainingWork/, Moves the progress indicator to the end.
method,org/eclipse/jface/dialogs/ProgressIndicator/worked/double, Moves the progress indicator by the given amount of work units @param work the amount of work to increment by.
method,org/eclipse/jface/dialogs/ProgressIndicator/showPaused/, Show the receiver as being paused. @since 3.4
method,org/eclipse/jface/dialogs/ProgressIndicator/showNormal/, Reset the progress bar to it's normal style. @since 3.4
method,org/eclipse/jface/dialogs/ProgressIndicator/ProgressIndicator/Composite, Create a ProgressIndicator as a child under the given parent. @param parent The widgets parent
method,org/eclipse/jface/dialogs/ProgressIndicator/ProgressIndicator/Composite;int, Create a ProgressIndicator as a child under the given parent. @param parent The widgets parent @param style the SWT style constants for progress monitors created 	by the receiver. @since 3.4
interface,org/eclipse/jface/dialogs/IMessageProvider, Minimal interface to a message provider. Used for dialog pages which can provide a message with an icon. @since 2.0
method,org/eclipse/jface/dialogs/IMessageProvider/getMessage/, Returns the current message for this message provider. A message provides instruction or information to the user. @return the message, or null if none
field,org/eclipse/jface/dialogs/IMessageProvider/INFORMATION, Constant for an info message (value 1).
interface,org/eclipse/jface/dialogs/IInputValidator, The IInputValidator is the interface for simple validators. @see org.eclipse.jface.dialogs.InputDialog
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/updateForClearBlocked/, Clear blocked state from the receiver.
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/updateForSetBlocked/IStatus, Set blocked state from the receiver. @param reason IStatus that gives the details
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/cancelPressed/, The cancel button has been pressed. @since 3.0
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/clearCursors/, Clear the cursors in the dialog. @since 3.0
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/configureShell/Shell,
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/createButtonsForButtonBar/Composite,
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/createCancelButton/Composite, Creates the cancel button. @param parent the parent composite @since 3.0
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/createDialogArea/Composite,
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/getInitialSize/,
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/getProgressMonitor/, Returns the progress monitor to use for operations run in this progress dialog. @return the progress monitor
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/getNestingDepth/, Returns the nesting depth of running operations. @return the nesting depth of running operations @since 3.0
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/incrementNestingDepth/, Increments the nesting depth of running operations. @since 3.0
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/decrementNestingDepth/, Decrements the nesting depth of running operations. @since 3.0 
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/setCancelable/boolean, Sets whether the progress dialog is cancelable or not. @param cancelable true if the end user can cancel this progress dialog, and false if it cannot be canceled
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/setOperationCancelButtonEnabled/boolean, Helper to enable/disable Cancel button for this dialog. @param b true to enable the cancel button, and false to disable it @since 3.0
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/getImage/,
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/open/,
method,org/eclipse/jface/dialogs/ProgressMonitorDialog/ProgressMonitorDialog/Shell, Creates a progress monitor dialog under the given shell. The dialog has a standard title and no image. open is non-blocking. @param parent the parent shell, or null to create a top-level shell
field,org/eclipse/jface/dialogs/ProgressMonitorDialog/progressIndicator, The progress indicator control.
field,org/eclipse/jface/dialogs/ProgressMonitorDialog/taskLabel, The label control for the task. Kept for backwards compatibility.
field,org/eclipse/jface/dialogs/ProgressMonitorDialog/subTaskLabel, The label control for the subtask.
field,org/eclipse/jface/dialogs/ProgressMonitorDialog/cancel, The Cancel button control.
field,org/eclipse/jface/dialogs/ProgressMonitorDialog/operationCancelableState, Indicates whether the Cancel button is to be shown.
field,org/eclipse/jface/dialogs/ProgressMonitorDialog/enableCancelButton, Indicates whether the Cancel button is to be enabled.
field,org/eclipse/jface/dialogs/ProgressMonitorDialog/arrowCursor, The cursor used in the cancel button;
interface,org/eclipse/jface/dialogs/IDialogPage, Interface for a page in a multi-page dialog.
method,org/eclipse/jface/dialogs/IDialogPage/dispose/, Disposes the SWT resources allocated by this dialog page.
method,org/eclipse/jface/dialogs/IDialogPage/getDescription/, Returns this dialog page's description text. @return the description text for this dialog page, or null if none
method,org/eclipse/jface/dialogs/IDialogPage/getImage/, Returns this dialog page's image. @return the image for this dialog page, or null if none
method,org/eclipse/jface/dialogs/IDialogPage/getTitle/, Returns this dialog page's title. @return the title of this dialog page, or null if none
method,org/eclipse/jface/dialogs/IDialogPage/performHelp/, Notifies that help has been requested for this dialog page.
method,org/eclipse/jface/dialogs/IDialogPage/setDescription/String, Sets this dialog page's description text. @param description the description text for this dialog page, or null if none
method,org/eclipse/jface/dialogs/IDialogPage/setImageDescriptor/ImageDescriptor, Sets this dialog page's image. @param image the image for this dialog page, or null if none
method,org/eclipse/jface/dialogs/IDialogPage/setTitle/String, Set this dialog page's title. @param title the title of this dialog page, or null if none
method,org/eclipse/jface/dialogs/IDialogPage/setVisible/boolean, Sets the visibility of this dialog page. @param visible true to make this page visible, and false to hide it
method,org/eclipse/jface/dialogs/StatusDialog/setStatusLineAboveButtons/boolean, Specifies whether status line appears to the left of the buttons (default) or above them. @param aboveButtons if true status line is placed above buttons; if false to the right
method,org/eclipse/jface/dialogs/StatusDialog/getStatus/, Returns the last status. @return IStatus
method,org/eclipse/jface/dialogs/StatusDialog/configureShell/Shell,
method,org/eclipse/jface/dialogs/StatusDialog/create/,
method,org/eclipse/jface/dialogs/StatusDialog/createButtonsForButtonBar/Composite,
method,org/eclipse/jface/dialogs/StatusDialog/createButtonBar/Composite,
method,org/eclipse/jface/dialogs/StatusDialog/setTitle/String, Sets the title for this dialog. @param title the title.
method,org/eclipse/jface/dialogs/StatusDialog/setImage/Image, Sets the image for this dialog. @param image the image.
method,org/eclipse/jface/dialogs/StatusDialog/StatusDialog/Shell, Creates an instance of a status dialog. @param parent the parent Shell of the dialog
method,org/eclipse/jface/dialogs/DialogSettings/addNewSection/String,
method,org/eclipse/jface/dialogs/DialogSettings/addSection/IDialogSettings,
method,org/eclipse/jface/dialogs/DialogSettings/get/String,
method,org/eclipse/jface/dialogs/DialogSettings/getArray/String,
method,org/eclipse/jface/dialogs/DialogSettings/getBoolean/String,
method,org/eclipse/jface/dialogs/DialogSettings/getDouble/String,
method,org/eclipse/jface/dialogs/DialogSettings/getFloat/String,
method,org/eclipse/jface/dialogs/DialogSettings/getInt/String,
method,org/eclipse/jface/dialogs/DialogSettings/getLong/String,
method,org/eclipse/jface/dialogs/DialogSettings/getName/,
method,org/eclipse/jface/dialogs/DialogSettings/getSection/String,
method,org/eclipse/jface/dialogs/DialogSettings/getSections/,
method,org/eclipse/jface/dialogs/DialogSettings/load/Reader,
method,org/eclipse/jface/dialogs/DialogSettings/load/String,
method,org/eclipse/jface/dialogs/DialogSettings/put/String;String[],
method,org/eclipse/jface/dialogs/DialogSettings/put/String;double,
method,org/eclipse/jface/dialogs/DialogSettings/put/String;float,
method,org/eclipse/jface/dialogs/DialogSettings/put/String;int,
method,org/eclipse/jface/dialogs/DialogSettings/put/String;long,
method,org/eclipse/jface/dialogs/DialogSettings/put/String;String,
method,org/eclipse/jface/dialogs/DialogSettings/put/String;boolean,
method,org/eclipse/jface/dialogs/DialogSettings/save/Writer,
method,org/eclipse/jface/dialogs/DialogSettings/save/String,
method,org/eclipse/jface/dialogs/DialogSettings/DialogSettings/String, Create an empty dialog settings which loads and saves its content to a file. Use the methods load(String) and store(String) to load and store this dialog settings. @param sectionName the name of the section in the settings.
class,org/eclipse/jface/dialogs/PageChangedEvent, Event object describing a page selection change. The source of these events is a page change provider. @see IPageChangeProvider @see IPageChangedListener @since 3.1
method,org/eclipse/jface/dialogs/PageChangedEvent/getSelectedPage/, Returns the selected page. @return the selected page. In dialogs implemented by JFace, 		this will be an IDialogPage.
method,org/eclipse/jface/dialogs/PageChangedEvent/getPageChangeProvider/, Returns the page change provider that is the source of this event. @return the originating page change provider
method,org/eclipse/jface/dialogs/PageChangedEvent/PageChangedEvent/IPageChangeProvider;Object, Creates a new event for the given source and selected page. @param source the page change provider @param selectedPage the selected page. In the JFace provided dialogs this will be an IDialogPage.
field,org/eclipse/jface/dialogs/PageChangedEvent/selectedPage, The selected page.
method,org/eclipse/jface/dialogs/TitleAreaDialog/createContents/Composite,
method,org/eclipse/jface/dialogs/TitleAreaDialog/getInitialSize/, The TitleAreaDialog implementation of this Window methods returns an initial size which is at least some reasonable minimum. @return the initial size of the dialog
method,org/eclipse/jface/dialogs/TitleAreaDialog/getTitleArea/, Retained for backward compatibility. Returns the title area composite. There is no composite in this implementation so the shell is returned. @return Composite @deprecated
method,org/eclipse/jface/dialogs/TitleAreaDialog/getTitleImageLabel/, Returns the title image label. @return the title image label
method,org/eclipse/jface/dialogs/TitleAreaDialog/setTitle/String, Sets the title to be shown in the title area of this dialog. @param newTitle the title show
method,org/eclipse/jface/dialogs/TitleAreaDialog/setTitleAreaColor/RGB, Sets the title bar color for this dialog. @param color the title bar color
method,org/eclipse/jface/dialogs/TitleAreaDialog/setTitleImage/Image, Sets the title image to be shown in the title area of this dialog. @param newTitleImage the title image to be shown
method,org/eclipse/jface/dialogs/TitleAreaDialog/TitleAreaDialog/Shell, Instantiate a new title area dialog. @param parentShell the parent SWT shell
field,org/eclipse/jface/dialogs/TitleAreaDialog/DLG_IMG_TITLE_BANNER, Image registry key for banner image (value dialog_title_banner_image).
field,org/eclipse/jface/dialogs/TitleAreaDialog/INFO_MESSAGE, Message type constant used to display an info icon with the message. @since 2.0 @deprecated
method,org/eclipse/jface/dialogs/IconAndMessageDialog/getMessageLabelStyle/, Returns the style for the message label. @return the style for the message label @since 3.0
method,org/eclipse/jface/dialogs/IconAndMessageDialog/createButtonBar/Composite,
method,org/eclipse/jface/dialogs/IconAndMessageDialog/createContents/Composite,
method,org/eclipse/jface/dialogs/IconAndMessageDialog/createDialogAndButtonArea/Composite, Create the dialog area and the button bar for the receiver. @param parent
method,org/eclipse/jface/dialogs/IconAndMessageDialog/getInfoImage/, Return the Image to be used when displaying information. @return image the information image
method,org/eclipse/jface/dialogs/IconAndMessageDialog/getQuestionImage/, Return the Image to be used when displaying a question. @return image the question image
method,org/eclipse/jface/dialogs/IconAndMessageDialog/IconAndMessageDialog/Shell, Constructor for IconAndMessageDialog. @param parentShell the parent shell, or null to create a top-level shell
field,org/eclipse/jface/dialogs/IconAndMessageDialog/message, Message (a localized string).
field,org/eclipse/jface/dialogs/IconAndMessageDialog/messageLabel, Message label is the label the message is shown on.
field,org/eclipse/jface/dialogs/IconAndMessageDialog/imageLabel, Return the label for the image.
method,org/eclipse/jface/dialogs/ImageAndMessageArea/setBackground/Color,
method,org/eclipse/jface/dialogs/ImageAndMessageArea/setText/String, Sets the text in the decorated field which will be displayed in the message area. @param text the text to be displayed in the message area @see org.eclipse.swt.widgets.Text#setText(String string)
method,org/eclipse/jface/dialogs/ImageAndMessageArea/setFont/Font,
method,org/eclipse/jface/dialogs/ImageAndMessageArea/setToolTipText/String,
method,org/eclipse/jface/dialogs/PopupDialog/configureShell/Shell,
method,org/eclipse/jface/dialogs/PopupDialog/getInitialSize/,
method,org/eclipse/jface/dialogs/PopupDialog/getInitialLocation/Point, (non-Javadoc) @see org.eclipse.jface.window.Window#getInitialLocation(org.eclipse.swt.graphics.Point)
field,org/eclipse/jface/dialogs/PopupDialog/HOVER_SHELLSTYLE, Shell style appropriate for a simple hover popup that cannot get focus. 
field,org/eclipse/jface/dialogs/PopupDialog/INFOPOPUP_SHELLSTYLE, Shell style appropriate for an info popup that can get focus.
field,org/eclipse/jface/dialogs/PopupDialog/INFOPOPUPRESIZE_SHELLSTYLE, Shell style appropriate for a resizable info popup that can get focus.
field,org/eclipse/jface/dialogs/PopupDialog/POPUP_MARGINWIDTH, Margin width (in pixels) to be used in layouts inside popup dialogs (value is 0).
field,org/eclipse/jface/dialogs/PopupDialog/POPUP_MARGINHEIGHT, Margin height (in pixels) to be used in layouts inside popup dialogs (value is 0).
field,org/eclipse/jface/dialogs/PopupDialog/POPUP_IMG_MENU, Image registry key for menu image. @since 3.4
field,org/eclipse/jface/dialogs/PopupDialog/POPUP_IMG_MENU_DISABLED, Image registry key for disabled menu image. @since 3.4
method,org/eclipse/jface/dialogs/DialogPage/getControl/, Returns the top level control for this dialog page. @return the top level control
method,org/eclipse/jface/dialogs/DialogPage/getDescription/,
method,org/eclipse/jface/dialogs/DialogPage/getDialogFontName/, Returns the symbolic font name used by dialog pages. @return the symbolic font name
method,org/eclipse/jface/dialogs/DialogPage/getErrorMessage/,
method,org/eclipse/jface/dialogs/DialogPage/getFont/, Returns the default font to use for this dialog page. @return the font
method,org/eclipse/jface/dialogs/DialogPage/getImage/,
method,org/eclipse/jface/dialogs/DialogPage/getMessage/,
method,org/eclipse/jface/dialogs/DialogPage/getMessageType/,
method,org/eclipse/jface/dialogs/DialogPage/getTitle/,
method,org/eclipse/jface/dialogs/DialogPage/isControlCreated/, Tests whether this page's UI content has already been created. @return true if the control has been created, and false if not
method,org/eclipse/jface/dialogs/DialogPage/setControl/Control, Set the control for the receiver. @param newControl
method,org/eclipse/jface/dialogs/DialogPage/setDescription/String,
method,org/eclipse/jface/dialogs/DialogPage/setImageDescriptor/ImageDescriptor,
