kind,containing-api-element,directive_Text,group_Id
"Not Null Directive","org/eclipse/jface/action/ExternalActionManager/CommandCallback/ExternalActionManager/CommandCallback/BindingManager;CommandManager","@param commandManager The command manager which will provide the callback; must not be null.",0
"Not Null Directive","org/eclipse/jface/action/ExternalActionManager/CommandCallback/ExternalActionManager/CommandCallback/BindingManager;CommandManager;IActiveChecker","@param bindingManager The binding manager which will provide the callback; must not be null.",0
"Not Null Directive","org/eclipse/jface/action/ExternalActionManager/CommandCallback/ExternalActionManager/CommandCallback/BindingManager;CommandManager;IActiveChecker","@param commandManager The command manager which will provide the callback; must not be null.",0
"Not Null Directive","org/eclipse/jface/action/ExternalActionManager/CommandCallback/ExternalActionManager/CommandCallback/BindingManager;CommandManager;IActiveChecker","@param activeChecker The callback mechanism for checking whether a command is active; must not be null",0
"Not Null Directive","org/eclipse/jface/action/ExternalActionManager/CommandCallback/ExternalActionManager/CommandCallback/BindingManager;CommandManager;IActiveChecker;IExecuteApplicable"," @param commandManager The command manager which will provide the callback; must not be null.",0
"Not Null Directive","org/eclipse/jface/action/ExternalActionManager/CommandCallback/ExternalActionManager/CommandCallback/BindingManager;CommandManager;IActiveChecker;IExecuteApplicable","@param activeChecker The callback mechanism for checking whether a command is active; must not be null",0
"Not Null Directive","org/eclipse/jface/contentassist/IContentAssistSubjectControl/removeSelectionListener/SelectionListener","@exception IllegalArgumentException if listener is null ",0
"Not Null Directive","org/eclipse/jface/contentassist/IContentAssistSubjectControl/addSelectionListener/SelectionListener","@exception IllegalArgumentException if listener is null\n",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedSortedBag/SynchronizedSortedBag/Bag;Object"," @param bag the bag to decorate, must not be null",0
"Not Null Directive","org/eclipse/jface/bindings/Binding/toString/","@return The string representation; never null. ",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedBag/SynchronizedBag/Bag;Object","@param lock the lock to use, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedBag/SynchronizedBag/Bag;Object"," @param bag the bag to decorate, must not be nul",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedBag/SynchronizedBag/Bag;Object","@throws IllegalArgumentException if bag is null ",0
"Not Null Directive","org/apache/commons/collections/collection/SynchronizedCollection/SynchronizedCollection/Collection;Object","@param collection the collection to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/collection/SynchronizedCollection/SynchronizedCollection/Collection;Object","@param lock the lock object to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/collection/SynchronizedCollection/SynchronizedCollection/Collection;Object","@throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/buffer/SynchronizedBuffer/SynchronizedBuffer/Buffer;Object","@param lock the lock object to use, must not be null",0
"Not Null Directive","org/apache/commons/collections/buffer/SynchronizedBuffer/SynchronizedBuffer/Buffer;Object","@throws IllegalArgumentException if the buffer is null ",0
"Not Null Directive","org/apache/commons/collections/list/SynchronizedList/SynchronizedList/List;Object","@param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/SynchronizedList/SynchronizedList/List;Object","@param lock the lock to use, must not be null",0
"Not Null Directive","org/apache/commons/collections/list/SynchronizedList/SynchronizedList/List;Object","@throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/list/LazyList/decorate/List;Factory","@param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/LazyList/decorate/List;Factory","@param factory the factory to use for creation, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/LazyList/decorate/List;Factory","@throws IllegalArgumentException if list or factory is null\n",0
"Not Null Directive","org/apache/commons/collections/list/LazyList/LazyList/List;Factory","@param list the list to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/list/LazyList/LazyList/List;Factory"," @param factory the factory to use for creation, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/LazyList/LazyList/List;Factory"," @throws IllegalArgumentException if list or factory is null ",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/getLazyMap/Map;Factory","@param factory the factory to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/getLazyMap/Map;Factory"," @throws IllegalArgumentException if map or factory is null\n\n",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/getLazyMap/Map;Factory","@param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/getLazyMap/Map;Transformer","@param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/getLazyMap/Map;Transformer","@param factory the factory to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/getLazyMap/Map;Transformer","@throws IllegalArgumentException if map or factory is null\n\n",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/LazyMap/Map;Factory","@param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/LazyMap/Map;Factory","@param factory the factory to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/LazyMap/Map;Factory","@throws IllegalArgumentException if map or factory is null ",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/LazyMap/Map;Transformer","@param factory the factory to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/LazyMap/Map;Transformer","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazyMap/LazyMap/Map;Transformer","@throws IllegalArgumentException if map or factory is null\n",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/decorate/SortedMap;Factory","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/decorate/SortedMap;Factory","@param factory the factory to use, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/decorate/SortedMap;Factory","@throws IllegalArgumentException if map or factory is null ",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/getLazySortedMap/SortedMap;Factory","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/getLazySortedMap/SortedMap;Factory","@param factory the factory to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/getLazySortedMap/SortedMap;Factory","@throws IllegalArgumentException if map or factory is null ",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/decorate/SortedMap;Transformer"," @param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/decorate/SortedMap;Transformer","@param factory the factory to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/decorate/SortedMap;Transformer","@throws IllegalArgumentException if map or factory is null",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/getLazySortedMap/SortedMap;Transformer"," @param factory the factory to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/getLazySortedMap/SortedMap;Transformer","@throws IllegalArgumentException if map or factory is null\n\n",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/LazySortedMap/SortedMap;Factory"," @param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/LazySortedMap/SortedMap;Factory","@param factory the factory to use, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/LazySortedMap/SortedMap;Factory","@throws IllegalArgumentException if map or factory is null ",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/LazySortedMap/SortedMap;Transformer"," @param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/LazySortedMap/SortedMap;Transformer","@param factory the factory to use, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/LazySortedMap/LazySortedMap/SortedMap;Transformer","@throws IllegalArgumentException if map or factory is null ",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSortedSet/SynchronizedSortedSet/SortedSet;Object","@param set the set to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSortedSet/SynchronizedSortedSet/SortedSet;Object","@param lock the lock object to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSortedSet/SynchronizedSortedSet/SortedSet;Object"," @throws IllegalArgumentException if set is null\n",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSet/SynchronizedSet/Set;Object","@param set the set to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSet/SynchronizedSet/Set;Object"," @param lock the lock object to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSet/SynchronizedSet/Set;Object"," @throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedSortedBag/SynchronizedSortedBag/SortedBag","@param bag the bag to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedSortedBag/SynchronizedSortedBag/SortedBag"," @throws IllegalArgumentException if bag is null ",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedBag/decorate/Bag","@param bag the bag to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedBag/decorate/Bag","@throws IllegalArgumentException if bag is null ",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedBag/SynchronizedBag/Bag","@param bag the bag to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedBag/SynchronizedBag/Bag","@throws IllegalArgumentException if bag is null ",0
"Not Null Directive","org/apache/commons/collections/bag/AbstractSortedBagDecorator/AbstractSortedBagDecorator/SortedBag"," @param bag the bag to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/AbstractSortedBagDecorator/AbstractSortedBagDecorator/SortedBag","@throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/bag/AbstractBagDecorator/AbstractBagDecorator/Bag","@throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/collection/SynchronizedCollection/SynchronizedCollection/Collection","@param collection the collection to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/collection/SynchronizedCollection/SynchronizedCollection/Collection"," @throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/collection/AbstractCollectionDecorator/AbstractCollectionDecorator/Collection"," @param coll the collection to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/collection/AbstractCollectionDecorator/AbstractCollectionDecorator/Collection","@throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/buffer/SynchronizedBuffer/SynchronizedBuffer/Buffer"," @param buffer the buffer to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/buffer/SynchronizedBuffer/SynchronizedBuffer/Buffer","@throws IllegalArgumentException if the buffer is null ",0
"Not Null Directive","org/apache/commons/collections/buffer/BlockingBuffer/BlockingBuffer/Buffer"," @param buffer the buffer to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/buffer/BlockingBuffer/BlockingBuffer/Buffer"," @throws IllegalArgumentException if the buffer is null ",0
"Not Null Directive","org/apache/commons/collections/buffer/AbstractBufferDecorator/AbstractBufferDecorator/Buffer"," @param buffer the buffer to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/buffer/AbstractBufferDecorator/AbstractBufferDecorator/Buffer","@throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/list/SynchronizedList/decorate/List","@param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/SynchronizedList/decorate/List","@throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/list/SynchronizedList/SynchronizedList/List"," @param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/SynchronizedList/SynchronizedList/List"," @throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/list/UnmodifiableList/decorate/List"," @param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/UnmodifiableList/decorate/List","@throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/list/UnmodifiableList/UnmodifiableList/List","@throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/list/GrowthList/decorate/List","@param list the list to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/list/GrowthList/decorate/List"," @throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/list/GrowthList/GrowthList/List","@param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/GrowthList/GrowthList/List","@throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/list/FixedSizeList/decorate/List","@param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/FixedSizeList/decorate/List","throws IllegalArgumentException if list is null ",0
"Not Null Directive","org/apache/commons/collections/list/FixedSizeList/FixedSizeList/List","@param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/FixedSizeList/FixedSizeList/List","@throws IllegalArgumentException if list is null\n\n",0
"Not Null Directive","org/apache/commons/collections/list/AbstractListDecorator/AbstractListDecorator/List","@param list the list to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/list/AbstractListDecorator/AbstractListDecorator/List","@throws IllegalArgumentException if list is null\n",0
"Not Null Directive","org/apache/commons/collections/iterators/AbstractIteratorDecorator/AbstractIteratorDecorator/Iterator","@param iterator the iterator to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/iterators/AbstractIteratorDecorator/AbstractIteratorDecorator/Iterator","@throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/iterators/AbstractMapIteratorDecorator/AbstractMapIteratorDecorator/MapIterator"," @param iterator the iterator to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/iterators/AbstractMapIteratorDecorator/AbstractMapIteratorDecorator/MapIterator","@throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/iterators/AbstractListIteratorDecorator/AbstractListIteratorDecorator/ListIterator","@param iterator the iterator to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/iterators/AbstractListIteratorDecorator/AbstractListIteratorDecorator/ListIterator","@throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/iterators/AbstractOrderedMapIteratorDecorator/AbstractOrderedMapIteratorDecorator/OrderedMapIterator","@param iterator the iterator to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/iterators/AbstractOrderedMapIteratorDecorator/AbstractOrderedMapIteratorDecorator/OrderedMapIterator","@throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/map/UnmodifiableMap/decorate/Map"," @param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/UnmodifiableMap/decorate/Map","@throws IllegalArgumentException if map is null ",0
"Not Null Directive","org/apache/commons/collections/map/UnmodifiableEntrySet/decorate/Set"," @param set the set to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/UnmodifiableEntrySet/decorate/Set"," @throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/map/FixedSizeMap/decorate/Map"," @param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/FixedSizeMap/decorate/Map","@throws IllegalArgumentException if map is null ",0
"Not Null Directive","org/apache/commons/collections/map/FixedSizeMap/FixedSizeMap/Map","@param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/FixedSizeMap/FixedSizeMap/Map","@throws IllegalArgumentException if map is null ",0
"Not Null Directive","org/apache/commons/collections/map/UnmodifiableSortedMap/decorate/SortedMap","@throws IllegalArgumentException if map is null ",0
"Not Null Directive","org/apache/commons/collections/map/FixedSizeSortedMap/decorate/SortedMap","@throws IllegalArgumentException if map is null ",0
"Not Null Directive","org/apache/commons/collections/map/FixedSizeSortedMap/FixedSizeSortedMap/SortedMap"," @param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/FixedSizeSortedMap/FixedSizeSortedMap/SortedMap","@throws IllegalArgumentException if map is null ",0
"Not Null Directive","org/apache/commons/collections/map/AbstractMapDecorator/AbstractMapDecorator/Map","@param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/AbstractMapDecorator/AbstractMapDecorator/Map","@throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/map/UnmodifiableOrderedMap/decorate/OrderedMap"," @param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/UnmodifiableOrderedMap/decorate/OrderedMap","@throws IllegalArgumentException if map is null ",0
"Not Null Directive","org/apache/commons/collections/map/ListOrderedMap/ListOrderedMap/Map","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/ListOrderedMap/ListOrderedMap/Map"," @throws IllegalArgumentException if map is null ",0
"Not Null Directive","org/apache/commons/collections/map/AbstractOrderedMapDecorator/AbstractOrderedMapDecorator/OrderedMap","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/AbstractOrderedMapDecorator/AbstractOrderedMapDecorator/OrderedMap"," @throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/UnmodifiableMapEntry/UnmodifiableMapEntry/KeyValue","@throws NullPointerException if the entry is null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/UnmodifiableMapEntry/UnmodifiableMapEntry/Entry"," @param entry the entry to copy, must not be null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/UnmodifiableMapEntry/UnmodifiableMapEntry/Entry"," @throws NullPointerException if the entry is null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/DefaultKeyValue/DefaultKeyValue/KeyValue","@param pair the pair to copy, must not be null",0
"Not Null Directive","org/apache/commons/collections/keyvalue/DefaultKeyValue/DefaultKeyValue/KeyValue","@throws NullPointerException if the entry is null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/DefaultKeyValue/DefaultKeyValue/Entry","@throws NullPointerException if the entry is null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/AbstractMapEntryDecorator/AbstractMapEntryDecorator/Entry","@param entry the Map.Entry to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/AbstractMapEntryDecorator/AbstractMapEntryDecorator/Entry"," @throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/DefaultMapEntry/DefaultMapEntry/KeyValue","@throws NullPointerException if the entry is null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/DefaultMapEntry/DefaultMapEntry/Entry","@param entry the entry to copy, must not be null",0
"Not Null Directive","org/apache/commons/collections/keyvalue/DefaultMapEntry/DefaultMapEntry/Entry","@throws NullPointerException if the entry is null ",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSortedSet/decorate/SortedSet"," @throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSortedSet/SynchronizedSortedSet/SortedSet","@param set the set to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSortedSet/SynchronizedSortedSet/SortedSet","@throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/set/ListOrderedSet/ListOrderedSet/Set"," @param set the set to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/set/ListOrderedSet/ListOrderedSet/Set"," @throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/set/UnmodifiableSortedSet/decorate/SortedSet","@throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSet/SynchronizedSet/Set","@param set the set to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSet/decorate/Set","@throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSet/decorate/Set"," @param set the set to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/set/SynchronizedSet/SynchronizedSet/Set","@throws IllegalArgumentException if set is null",0
"Not Null Directive","org/apache/commons/collections/set/UnmodifiableSet/decorate/Set","@throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/set/MapBackedSet/decorate/Map","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/set/MapBackedSet/decorate/Map","@throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/set/AbstractSortedSetDecorator/AbstractSortedSetDecorator/Set"," @param set the set to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/set/AbstractSortedSetDecorator/AbstractSortedSetDecorator/Set","@throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/bidimap/AbstractBidiMapDecorator/AbstractBidiMapDecorator/BidiMap","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/bidimap/AbstractSortedBidiMapDecorator/AbstractSortedBidiMapDecorator/SortedBidiMap","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/bidimap/AbstractSortedBidiMapDecorator/AbstractSortedBidiMapDecorator/SortedBidiMap","@throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/bidimap/AbstractBidiMapDecorator/AbstractBidiMapDecorator/BidiMap"," @throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/bidimap/AbstractOrderedBidiMapDecorator/AbstractOrderedBidiMapDecorator/OrderedBidiMap","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/bidimap/AbstractOrderedBidiMapDecorator/AbstractOrderedBidiMapDecorator/OrderedBidiMap"," @throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/bag/TransformedBag/decorate/Bag;Transformer","@param transformer the transformer to use for conversion, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/TransformedBag/decorate/Bag;Transformer"," @throws IllegalArgumentException if bag or transformer is null ",0
"Not Null Directive","org/apache/commons/collections/bag/TransformedBag/decorate/Bag;Transformer"," @param bag the bag to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/TransformedBag/TransformedBag/Bag;Transformer","@param bag the bag to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/TransformedBag/TransformedBag/Bag;Transformer","@param transformer the transformer to use for conversion, must not be null ",0
"Not Null Directive","org/apache/commons/collections/bag/TransformedBag/TransformedBag/Bag;Transformer","@throws IllegalArgumentException if bag or transformer is null ",0
"Not Null Directive","org/apache/commons/collections/bag/PredicatedBag/PredicatedBag/Bag;Predicate"," @param bag the bag to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/bag/PredicatedBag/PredicatedBag/Bag;Predicate","@param predicate the predicate to use for validation, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/PredicatedBag/PredicatedBag/Bag;Predicate","@throws IllegalArgumentException if bag or predicate is null ",0
"Not Null Directive","org/apache/commons/collections/bag/TransformedSortedBag/decorate/SortedBag;Transformer","@param transformer the transformer to use for conversion, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/TransformedSortedBag/decorate/SortedBag;Transformer","@param bag the bag to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/TransformedSortedBag/decorate/SortedBag;Transformer","@throws IllegalArgumentException if bag or transformer is null ",0
"Not Null Directive","java/net/URI/create/String","@throws NullPointerException If str is null",0
"Not Null Directive","java/rmi/activation/ActivationDesc/ActivationDesc/ActivationGroupID;String;String;MarshalledObject;boolean","@exception IllegalArgumentException if groupID is null",0
"Not Null Directive","java/lang/reflect/ReflectPermission/ReflectPermission/String;String","@throws NullPointerException if name is null. ",0
