id,id_sub,is_directive,type,path,text:
4,0,1,package,org/eclipse/jface/resource#0,\nProvides support for managing resources such as SWT\nfonts and images.\n<h2>\nPackage Specification</h2>\nThis package contains support for managing resources, including:\n<ul>\n<li>\nfont registries (<tt>FontRegistry</tt>) - for hanging on to the SWT font\nobjects needed by an application</li>\n\n<li>\ncolor registries (<tt>ColorRegistry</tt>) - for hanging on to the SWT color \nobjects needed by an application</li>\n\n<li>\nimage registries (<tt>ImageRegistry</tt>) - for hanging on to the SWT image\nobjects needed by an application</li>\n\n<li>\nimage descriptors (<tt>ImageDescriptor</tt>) - surrogate object for creating\nSWT images</li>\n\n<li>\nstring conversion (<tt>StringConverter</tt>) - for parsing property files</li>\n</ul>\nThe JFace resources module is an independent JFace module requiring a basic\nknowledge of SWT and the JFace property change event mechanism. Familiarity\nwith other JFace modules is not required.\n<p>Image descriptors are objects that knows how to create an image on demand.\nThey serve as a lightweight representation of images in situations where\nno SWT display exists yet, and are used mainly in conjunction with image\nregistries. This package contains the image descriptor framework, which\nis a simple hierarchy rooted at the abstract class <tt>ImageDescriptor</tt>.\nThe framework includes abstract subclasses for composing images (<tt>CompositeImageDescriptor</tt>)\nas well as a ready-made concrete subclass for loading images from files\n(<tt>FileImageDescriptor</tt>).\n<p>The class <tt>JFaceResources</tt> maintains global state on behalf of\nJFace itself consisting of JFace's own image registry, font registry, resource\nbundle, and preference store.\n<br>&nbsp;\n
4,1,0,package,org/eclipse/jface/resource#1,\nProvides support for managing resources such as SWT\nfonts and images.\n
4,2,0,package,org/eclipse/jface/resource#2,<h2>\nPackage Specification</h2>\nThis package contains support for managing resources, including:\n<ul>\n
4,3,0,package,org/eclipse/jface/resource#3,<li>\nfont registries (<tt>FontRegistry</tt>) - for hanging on to the SWT font\nobjects needed by an application</li>\n\n
4,4,0,package,org/eclipse/jface/resource#4,<li>\ncolor registries (<tt>ColorRegistry</tt>) - for hanging on to the SWT color \nobjects needed by an application</li>\n\n
4,5,0,package,org/eclipse/jface/resource#5,<li>\nimage registries (<tt>ImageRegistry</tt>) - for hanging on to the SWT image\nobjects needed by an application</li>\n\n
4,6,0,package,org/eclipse/jface/resource#6,<li>\nimage descriptors (<tt>ImageDescriptor</tt>) - surrogate object for creating\nSWT images</li>\n\n
4,7,0,package,org/eclipse/jface/resource#7,<li>\nstring conversion (<tt>StringConverter</tt>) - for parsing property files</li>\n</ul>\n
4,8,0,package,org/eclipse/jface/resource#8,The JFace resources module is an independent JFace module requiring a basic\nknowledge of SWT and the JFace property change event mechanism. 
4,9,1,package,org/eclipse/jface/resource#9,Familiarity\nwith other JFace modules is not required.\n
4,10,0,package,org/eclipse/jface/resource#10,<p>Image descriptors are objects that knows how to create an image on demand.\n
4,11,0,package,org/eclipse/jface/resource#11,They serve as a lightweight representation of images in situations where\nno SWT display exists yet, and are used mainly in conjunction with image\nregistries. 
4,12,0,package,org/eclipse/jface/resource#12,This package contains the image descriptor framework, which\nis a simple hierarchy rooted at the abstract class <tt>ImageDescriptor</tt>.\n
4,13,1,package,org/eclipse/jface/resource#13,The framework includes abstract subclasses for composing images (<tt>CompositeImageDescriptor</tt>)\nas well as a ready-made concrete subclass for loading images from files\n(<tt>FileImageDescriptor</tt>).\n
4,14,0,package,org/eclipse/jface/resource#14,<p>The class <tt>JFaceResources</tt> maintains global state on behalf of\nJFace itself consisting of JFace's own image registry, font registry, resource\nbundle, and preference store.\n<br>&nbsp;\n
4,15,0,package,org/eclipse/jface/resource#15,
5,0,1,package,org/eclipse/jface/operation#0,\nProvides JFace support for long-running operations.\n<h2>\nPackage Specification</h2>\nLong-running operations must be dealt with specially in order to keep the\nUI helpful and responsive. Typically this involves temporarily disabling\nmost controls and displaying a busy cursor and progress indicator; while\nthe operation is in progress, the only requests that will be accepted will\nbe ones to cancel the operation.\n<p>The <tt>IRunnableWithProgress</tt> interface should be implemented by\nany class whose instances are intended to be executed as long-running operations.\nThese objects can then be run in any runnable context (<tt>IRunnableContext</tt>),\nincluding such standard JFace UI components as application windows (<tt>ApplicationWindow</tt>),\nwizard dialogs (<tt>WizardDialog</tt>), and progress monitor dialogs (<tt>ProgressMonitorDialog</tt>).\nThe utility class <tt>ModalContext</tt> defines the basic mechanism and\nUI event loop for modal operations.\n
5,1,0,package,org/eclipse/jface/operation#1,\nProvides JFace support for long-running operations.\n
5,2,1,package,org/eclipse/jface/operation#2,<h2>\nPackage Specification</h2>\nLong-running operations must be dealt with specially in order to keep the\nUI helpful and responsive. 
5,3,1,package,org/eclipse/jface/operation#3,Typically this involves temporarily disabling\nmost controls and displaying a busy cursor and progress indicator; while\nthe operation is in progress, the only requests that will be accepted will\nbe ones to cancel the operation.\n
5,4,1,package,org/eclipse/jface/operation#4,<p>The <tt>IRunnableWithProgress</tt> interface should be implemented by\nany class whose instances are intended to be executed as long-running operations.\n
5,5,0,package,org/eclipse/jface/operation#5,These objects can then be run in any runnable context (<tt>IRunnableContext</tt>),\nincluding such standard JFace UI components as application windows (<tt>ApplicationWindow</tt>),\nwizard dialogs (<tt>WizardDialog</tt>), and progress monitor dialogs (<tt>ProgressMonitorDialog</tt>).\n
5,6,0,package,org/eclipse/jface/operation#6,The utility class <tt>ModalContext</tt> defines the basic mechanism and\nUI event loop for modal operations.\n
6,0,1,package,org/eclipse/jface/contentassist#0,\nProvides a content assist add-on for implementors of <tt>IContentAssistSubjectControl</tt>.\nContent assist supports the user in writing&nbsp; by proposing context\nsensitive completions at a given position. A completion can also\nbe a incomplete in itself and content assist provides means to deal with\nnested completions.\n<h2>\nPackage Specification</h2>\n<tt>ISubjectControlContentAssistant</tt> defines the concept of the content assist add-on.\nIt collaborates with content type specific completion processors (<tt>ISubjectControlContentAssistProcessor</tt>)\nin order to generate completion proposals (<tt>ICompletionProposal</tt>)\nvalid at the current document position. The package provides a default\nimplementation <tt>SubjectControlContentAssistant</tt> which completely defines and implements\nthe UI and the control flow for content assist.\n<br>\n<br>\n<strong>Deprecated, as of 3.2, replaced by Platform UI's field assist support</strong>\n
6,1,0,package,org/eclipse/jface/contentassist#1,\nProvides a content assist add-on for implementors of <tt>IContentAssistSubjectControl</tt>.\n
6,2,0,package,org/eclipse/jface/contentassist#2,Content assist supports the user in writing&nbsp; by proposing context\nsensitive completions at a given position. 
6,3,0,package,org/eclipse/jface/contentassist#3,A completion can also\nbe a incomplete in itself and content assist provides means to deal with\nnested completions.\n
6,4,0,package,org/eclipse/jface/contentassist#4,<h2>\nPackage Specification</h2>\n<tt>ISubjectControlContentAssistant</tt> defines the concept of the content assist add-on.\n
6,5,0,package,org/eclipse/jface/contentassist#5,It collaborates with content type specific completion processors (<tt>ISubjectControlContentAssistProcessor</tt>)\nin order to generate completion proposals (<tt>ICompletionProposal</tt>)\nvalid at the current document position. 
6,6,0,package,org/eclipse/jface/contentassist#6,The package provides a default\nimplementation <tt>SubjectControlContentAssistant</tt> which completely defines and implements\nthe UI and the control flow for content assist.\n<br>\n
6,7,1,package,org/eclipse/jface/contentassist#7,<br>\n<strong>Deprecated, as of 3.2, replaced by Platform UI's field assist support</strong>\n
7,0,1,package,org/eclipse/jface/preference#0,\nProvides a framework for preferences.\n<h2>\nPackage Specification</h2>\nA <b>preference manager</b> (class <tt>PreferenceManager</tt>) maintains\na tree of <b>preference nodes</b>. Preferences are presented to the end\nuser in a <b>preference dialog</b> consisting of <b>preference pages</b>.\nA preference page consists of multiple preference fields, which can be\ndisplayed and modified though <b>field editors</b>. The framework contains\nan abstract base class for preference dialogs (<tt>PreferenceDialog</tt>),\nand an abstract preference page class (<tt>FieldEditorPreferencePage</tt>)\nfor hosting these field editors.\n<p>The individual preference values are maintained in a <b>preference store</b>\n(<tt>IPreferenceStore</tt>). Each preference has a current value and a\ndefault value use to (re-)initialize it. The framework provides a concrete\npreference store implementation (<tt>PreferenceStore</tt>) based on an\ninternal <tt>java.util.Properties</tt> object, with support for persisting\nthe non-default preference values to files or streams.\n<p>A field editor presents the value of a single preference to the end\nuser. The value is loaded from the preference store; if modified by the\nend user, the value is validated and eventually stored back to the preference\nstore.\n<p>This package contains ready-to-use field editors for various types of\npreferences:\n<ul>\n<li>\n<tt>BooleanFieldEditor</tt> - booleans</li>\n\n<li>\n<tt>IntegerFieldEditor</tt> - integers</li>\n\n<li>\n<tt>StringFieldEditor</tt> - text strings</li>\n\n<li>\n<tt>RadioGroupFieldEditor</tt> - enumerations</li>\n\n<li>\n<tt>ColorFieldEditor</tt> - RGB colors</li>\n\n<li>\n<tt>FontFieldEditor</tt> - fonts</li>\n\n<li>\n<tt>DirectoryFieldEditor</tt> - directories</li>\n\n<li>\n<tt>FileFieldEditor</tt> - files</li>\n\n<li>\n<tt>PathEditor</tt> - paths</li>\n</ul>\nAll field editors are subclasses of the abstract base class <tt>FieldEditor</tt>;\nthe framework allows new kinds of field editors to be defined by subclassing\nthis class or one of its subclasses.\n<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n
7,1,0,package,org/eclipse/jface/preference#1,\nProvides a framework for preferences.\n
7,2,0,package,org/eclipse/jface/preference#2,<h2>\nPackage Specification</h2>\nA <b>preference manager</b> (class <tt>PreferenceManager</tt>) maintains\na tree of <b>preference nodes</b>. 
7,3,0,package,org/eclipse/jface/preference#3,Preferences are presented to the end\nuser in a <b>preference dialog</b> consisting of <b>preference pages</b>.\n
7,4,0,package,org/eclipse/jface/preference#4,A preference page consists of multiple preference fields, which can be\ndisplayed and modified though <b>field editors</b>. 
7,5,0,package,org/eclipse/jface/preference#5,The framework contains\nan abstract base class for preference dialogs (<tt>PreferenceDialog</tt>),\nand an abstract preference page class (<tt>FieldEditorPreferencePage</tt>)\nfor hosting these field editors.\n
7,6,0,package,org/eclipse/jface/preference#6,<p>The individual preference values are maintained in a <b>preference store</b>\n(<tt>IPreferenceStore</tt>). 
7,7,0,package,org/eclipse/jface/preference#7,Each preference has a current value and a\ndefault value use to (re-)initialize it. 
7,8,0,package,org/eclipse/jface/preference#8,The framework provides a concrete\npreference store implementation (<tt>PreferenceStore</tt>) based on an\ninternal <tt>java.util.Properties</tt> object, with support for persisting\nthe non-default preference values to files or streams.\n
7,9,0,package,org/eclipse/jface/preference#9,<p>A field editor presents the value of a single preference to the end\nuser. 
7,10,0,package,org/eclipse/jface/preference#10,The value is loaded from the preference store; if modified by the\nend user, the value is validated and eventually stored back to the preference\nstore.\n
7,11,0,package,org/eclipse/jface/preference#11,<p>This package contains ready-to-use field editors for various types of\npreferences:\n<ul>\n
7,12,0,package,org/eclipse/jface/preference#12,<li>\n<tt>BooleanFieldEditor</tt> - booleans</li>\n\n
7,13,0,package,org/eclipse/jface/preference#13,<li>\n<tt>IntegerFieldEditor</tt> - integers</li>\n\n
7,14,0,package,org/eclipse/jface/preference#14,<li>\n<tt>StringFieldEditor</tt> - text strings</li>\n\n
7,15,0,package,org/eclipse/jface/preference#15,<li>\n<tt>RadioGroupFieldEditor</tt> - enumerations</li>\n\n
7,16,0,package,org/eclipse/jface/preference#16,<li>\n<tt>ColorFieldEditor</tt> - RGB colors</li>\n\n
7,17,0,package,org/eclipse/jface/preference#17,<li>\n<tt>FontFieldEditor</tt> - fonts</li>\n\n
7,18,0,package,org/eclipse/jface/preference#18,<li>\n<tt>DirectoryFieldEditor</tt> - directories</li>\n\n
7,19,0,package,org/eclipse/jface/preference#19,<li>\n<tt>FileFieldEditor</tt> - files</li>\n\n
7,20,0,package,org/eclipse/jface/preference#20,<li>\n<tt>PathEditor</tt> - paths</li>\n</ul>\n
7,21,1,package,org/eclipse/jface/preference#21,All field editors are subclasses of the abstract base class <tt>FieldEditor</tt>;\nthe framework allows new kinds of field editors to be defined by subclassing\nthis class or one of its subclasses.\n
7,22,1,package,org/eclipse/jface/preference#22,<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n
7,23,0,package,org/eclipse/jface/preference#23,
8,0,1,package,org/eclipse/jface/wizard#0,\nProvides a framework for wizards.\n<h2>\nPackage Specification</h2>\nA wizard dialog is a specialized window for walking the end user through\na sequence of steps; each step is presented on a separate page.\n<p>At the most abstract level, the protocol is given by 3 interfaces:\n<ul>\n<li>\n<tt>IWizard</tt> - a wizard consisting of several wizard pages</li>\n\n<li>\n<tt>IWizardPage</tt> - an individual wizard page</li>\n\n<li>\n<tt>IWizardContainer</tt> - the outside world from the point of view of\na wizard</li>\n</ul>\nA wizard is any object implementing <tt>IWizard</tt>. The abstract base\nclass <tt>Wizard</tt> is provided as a starting point; it is simpler to\nsubclass <tt>Wizard</tt> than to implement <tt>IWizard</tt> from scratch.\nThe main responsibility of a <tt>Wizard</tt> subclass is doing the real\nwork when the wizard finishes.\n<p>Similarly, a wizard page is any object implementing <tt>IWizardPage</tt>.\nThe abstract base class <tt>WizardPage</tt> is provided as a starting point.\nThe main responsibility of a <tt>WizardPage</tt> subclass is providing\nthe SWT controls and the backing logic for a single wizard page.\n<p><tt>WizardDialog</tt> is a ready-to-use JFace dialog that is instantiated\nwith a wizard and acts as the wizard's container. This dialog has a standard\nlayout: an area at the top containing the wizard's title, description,\nand image; the actual wizard page appears in the middle; below it is a\nprogress indicator; and at the bottom is an area with a message line and\na button bar containing Next, Back, Finish, Cancel, and Help buttons.\n<p><tt>WizardSelectionPage</tt>, a special abstract subclass of <tt>WizardPage</tt>,\nallows whole other wizards to be connected to a root page.\n<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n
8,1,0,package,org/eclipse/jface/wizard#1,\nProvides a framework for wizards.\n
8,2,0,package,org/eclipse/jface/wizard#2,<h2>\nPackage Specification</h2>\nA wizard dialog is a specialized window for walking the end user through\na sequence of steps; each step is presented on a separate page.\n
8,3,0,package,org/eclipse/jface/wizard#3,<p>At the most abstract level, the protocol is given by 3 interfaces:\n<ul>\n
8,4,0,package,org/eclipse/jface/wizard#4,<li>\n<tt>IWizard</tt> - a wizard consisting of several wizard pages</li>\n\n
8,5,0,package,org/eclipse/jface/wizard#5,<li>\n<tt>IWizardPage</tt> - an individual wizard page</li>\n\n
8,6,0,package,org/eclipse/jface/wizard#6,<li>\n<tt>IWizardContainer</tt> - the outside world from the point of view of\na wizard</li>\n</ul>\n
8,7,0,package,org/eclipse/jface/wizard#7,A wizard is any object implementing <tt>IWizard</tt>. 
8,8,0,package,org/eclipse/jface/wizard#8,The abstract base\nclass <tt>Wizard</tt> is provided as a starting point; it is simpler to\nsubclass <tt>Wizard</tt> than to implement <tt>IWizard</tt> from scratch.\n
8,9,1,package,org/eclipse/jface/wizard#9,The main responsibility of a <tt>Wizard</tt> subclass is doing the real\nwork when the wizard finishes.\n
8,10,0,package,org/eclipse/jface/wizard#10,<p>Similarly, a wizard page is any object implementing <tt>IWizardPage</tt>.\n
8,11,0,package,org/eclipse/jface/wizard#11,The abstract base class <tt>WizardPage</tt> is provided as a starting point.\n
8,12,1,package,org/eclipse/jface/wizard#12,The main responsibility of a <tt>WizardPage</tt> subclass is providing\nthe SWT controls and the backing logic for a single wizard page.\n
8,13,0,package,org/eclipse/jface/wizard#13,<p><tt>WizardDialog</tt> is a ready-to-use JFace dialog that is instantiated\nwith a wizard and acts as the wizard's container. 
8,14,0,package,org/eclipse/jface/wizard#14,This dialog has a standard\nlayout: an area at the top containing the wizard's title, description,\nand image; the actual wizard page appears in the middle; below it is a\nprogress indicator; and at the bottom is an area with a message line and\na button bar containing Next, Back, Finish, Cancel, and Help buttons.\n
8,15,1,package,org/eclipse/jface/wizard#15,<p><tt>WizardSelectionPage</tt>, a special abstract subclass of <tt>WizardPage</tt>,\nallows whole other wizards to be connected to a root page.\n
8,16,1,package,org/eclipse/jface/wizard#16,<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n
8,17,0,package,org/eclipse/jface/wizard#17,
9,0,0,package,org/eclipse/jface/internal/text#0,
9,1,0,package,org/eclipse/jface/internal/text#1,
10,0,1,package,org/eclipse/jface/internal/text/revisions#0,\n<p>\nInternal classes and helpers to implement the revision model and its UI presentation. See\nthe <tt><a href="../../../text/revisions/package.html">org.eclipse.jface.text.revisions</a></tt>\npackage for the API classes implementing the revision model.\n</p>\nContains everything needed to:\n<ul>\n  <li>paint revision information in the vertical ruler</li>\n  <li>adapt the revision information to (quick) diff scripts</li>\n</ul>\n<p>\nThis package is internal and may be subject to change without notice.\n</p>\n
10,1,0,package,org/eclipse/jface/internal/text/revisions#1,\n<p>\nInternal classes and helpers to implement the revision model and its UI presentation. 
10,2,0,package,org/eclipse/jface/internal/text/revisions#2,See\nthe <tt><a href="../../../text/revisions/package.html">org.eclipse.jface.text.revisions</a></tt>\npackage for the API classes implementing the revision model.\n
10,3,0,package,org/eclipse/jface/internal/text/revisions#3,</p>\nContains everything needed to:\n<ul>\n  
10,4,0,package,org/eclipse/jface/internal/text/revisions#4,<li>paint revision information in the vertical ruler</li>\n  
10,5,1,package,org/eclipse/jface/internal/text/revisions#5,<li>adapt the revision information to (quick) diff scripts</li>\n</ul>\n
10,6,1,package,org/eclipse/jface/internal/text/revisions#6,<p>\nThis package is internal and may be subject to change without notice.\n
10,7,0,package,org/eclipse/jface/internal/text/revisions#7,</p>\n
11,0,1,package,org/eclipse/jface/internal/text/link/contentassist#0,\nThis package is a modified copy of <code>org.eclipse.jface.text.contentassist</code> that supports the linked mode proposals.\nThis package is internal and may disappear if the changes are merged with the API content assist package. Subject to change without notice.\n
11,1,0,package,org/eclipse/jface/internal/text/link/contentassist#1,\nThis package is a modified copy of <code>org.eclipse.jface.text.contentassist</code> that supports the linked mode proposals.\n
11,2,1,package,org/eclipse/jface/internal/text/link/contentassist#2,This package is internal and may disappear if the changes are merged with the API content assist package. 
11,3,0,package,org/eclipse/jface/internal/text/link/contentassist#3,Subject to change without notice.\n
12,0,0,package,org/eclipse/jface/internal/text/html#0,
12,1,0,package,org/eclipse/jface/internal/text/html#1,
13,0,0,package,org/eclipse/jface/internal/text/source#0,\n<p>\nInternal support classes and helpers for the <tt>org.eclipse.jface.text.source</tt> package.\n
13,1,0,package,org/eclipse/jface/internal/text/source#1,\n<p>\nInternal support classes and helpers for the <tt>org.eclipse.jface.text.source</tt> package.\n
14,0,1,package,org/eclipse/jface/bindings#0,\n<p>Provides support for bindings between commands and various user input events\n(e.g., keyboard shortcuts).</p>\n\n<h2>Package Specification</h2>\n<p>\nThis package provides the common classes and abstract classes required to\nprovide binding support.\n</p>\n<p>\nAll the real work in this package is carried out by the\n<code>BindingManager</code>, and most work with bindings can be carried out\ndirectly with it.  The binding manager manages a collection of bindings, and\ndecides which bindings are active at any point in time.  By changes the various\nproperties of the manager, the active bindings will change.  The binding\nmanager implements a caching scheme that is optimized for an infreqeuntly\nchanging set of bindings, but frequently changing properties.\n</p>\n<p>\nThe binding manager also manages schemes.  A scheme is a grouping of bindings.\nTo create a scheme, use <code>BindingManager.getScheme(String)</code>.  The\nscheme must then be defined before it can be used.\n</p>\n<p>\nIf you wish to implement your own type of binding, then you must subclass\n<code>Trigger</code> and <code>TriggerSequence</code>.  Then, simply use these\nsubclasses with the <code>BindingManager</code>.\n</p>\n
14,1,1,package,org/eclipse/jface/bindings#1,\n<p>Provides support for bindings between commands and various user input events\n(e.g., keyboard shortcuts).</p>\n\n<h2>Package Specification</h2>\n<p>\nThis package provides the common classes and abstract classes required to\nprovide binding support.\n
14,2,0,package,org/eclipse/jface/bindings#2,</p>\n<p>\nAll the real work in this package is carried out by the\n<code>BindingManager</code>, and most work with bindings can be carried out\ndirectly with it.  
14,3,0,package,org/eclipse/jface/bindings#3,The binding manager manages a collection of bindings, and\ndecides which bindings are active at any point in time.  
14,4,0,package,org/eclipse/jface/bindings#4,By changes the various\nproperties of the manager, the active bindings will change.  
14,5,0,package,org/eclipse/jface/bindings#5,The binding\nmanager implements a caching scheme that is optimized for an infreqeuntly\nchanging set of bindings, but frequently changing properties.\n
14,6,0,package,org/eclipse/jface/bindings#6,</p>\n<p>\nThe binding manager also manages schemes.  
14,7,0,package,org/eclipse/jface/bindings#7,A scheme is a grouping of bindings.\n
14,8,0,package,org/eclipse/jface/bindings#8,To create a scheme, use <code>BindingManager.getScheme(String)</code>.  
14,9,1,package,org/eclipse/jface/bindings#9,The\nscheme must then be defined before it can be used.\n
14,10,1,package,org/eclipse/jface/bindings#10,</p>\n<p>\nIf you wish to implement your own type of binding, then you must subclass\n<code>Trigger</code> and <code>TriggerSequence</code>.  
14,11,0,package,org/eclipse/jface/bindings#11,Then, simply use these\nsubclasses with the <code>BindingManager</code>.\n
14,12,0,package,org/eclipse/jface/bindings#12,</p>\n
15,0,1,package,org/eclipse/jface/bindings/keys#0,\n<p>Provides support for bindings between commands and keys.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis just a key-specific implementation of the generic bindings and trigger\nsupport.  This package provides an abstraction layer between the SWT key events\nand key bindings within JFace.\n</p>\n<p>\n<code>KeySequence</code> is a <code>TriggerSequence</code> that has\n<code>KeyStroke</code> instances as triggers.  A <code>KeyStroke</code> is\ncomposed of one or more keys held down at the same time.  A key stroke ends\nwhen the keys are released.  A key stroke can contain zero or more modifiers\nkeys, but it always contains exactly one natural key.  A modifier key is one of\nCtrl, Shift, Alt, or Command.  A natural key is anything else.</p>\n<p>\nNatural keys are further subdivided into special keys and character keys.\nCharacter keys are keys that have an ASCII representation (e.g., Space, 'A' and\nBackspace).  Special keys are ones that do not (e.g., Arrow Up, F11, and\nNumLock).\n</p>\n<p>\n<code>SWTKeySupport</code> is a static class that provides the link between SWT\nand these internal representations.  It has methods for converting between SWT\nkey events and the internal representation, and vice versa.  It also provides\naccess to the native-style key formatting facilities.\n</p>\n
15,1,1,package,org/eclipse/jface/bindings/keys#1,\n<p>Provides support for bindings between commands and keys.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis just a key-specific implementation of the generic bindings and trigger\nsupport.  
15,2,1,package,org/eclipse/jface/bindings/keys#2,This package provides an abstraction layer between the SWT key events\nand key bindings within JFace.\n
15,3,0,package,org/eclipse/jface/bindings/keys#3,</p>\n<p>\n<code>KeySequence</code> is a <code>TriggerSequence</code> that has\n<code>KeyStroke</code> instances as triggers.  
15,4,0,package,org/eclipse/jface/bindings/keys#4,A <code>KeyStroke</code> is\ncomposed of one or more keys held down at the same time.  
15,5,0,package,org/eclipse/jface/bindings/keys#5,A key stroke ends\nwhen the keys are released.  
15,6,0,package,org/eclipse/jface/bindings/keys#6,A key stroke can contain zero or more modifiers\nkeys, but it always contains exactly one natural key.  
15,7,0,package,org/eclipse/jface/bindings/keys#7,A modifier key is one of\nCtrl, Shift, Alt, or Command.  
15,8,0,package,org/eclipse/jface/bindings/keys#8,A natural key is anything else.</p>\n<p>\nNatural keys are further subdivided into special keys and character keys.\n
15,9,0,package,org/eclipse/jface/bindings/keys#9,Character keys are keys that have an ASCII representation (e.g., Space, 'A' and\nBackspace).  
15,10,0,package,org/eclipse/jface/bindings/keys#10,Special keys are ones that do not (e.g., Arrow Up, F11, and\nNumLock).\n
15,11,1,package,org/eclipse/jface/bindings/keys#11,</p>\n<p>\n<code>SWTKeySupport</code> is a static class that provides the link between SWT\nand these internal representations.  
15,12,1,package,org/eclipse/jface/bindings/keys#12,It has methods for converting between SWT\nkey events and the internal representation, and vice versa.  
15,13,0,package,org/eclipse/jface/bindings/keys#13,It also provides\naccess to the native-style key formatting facilities.\n
15,14,0,package,org/eclipse/jface/bindings/keys#14,</p>\n
16,0,1,package,org/eclipse/jface/bindings/keys/formatting#0,\n<p>Provides support for formatting key sequences.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis is a collection fo various formatters for key sequences.  The formatters\nare accessible through the <code>KeyFormatterFactory</code>.  To change how\nkeys are formatted in the user interface, call\n<code>KeyFormatterFactory.setDefault(IKeyFormatter)</code>.  They provided\nformatters are:\n</p>\n<dl>\n<dt>FormalKeyFormatter</dt>\n<dd>Provides a formal grammar for reading and writing key sequences.</dd>\n<dt>NativeKeyFormatter</dt>\n<dd>Provide a native-looking, human-readable format for keys.</dd>\n<dt>CompactKeyFormatter</dt>\n<dd>A variation of the native formatter that provides a more compact representation.</dd>\n<dt>EmacsKeyFormatter</dt>\n<dd>An Xemacs-style formatter (e.g., C^x C^x).</dd>\n</dl>\n
16,1,0,package,org/eclipse/jface/bindings/keys/formatting#1,\n<p>Provides support for formatting key sequences.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis is a collection fo various formatters for key sequences.  
16,2,0,package,org/eclipse/jface/bindings/keys/formatting#2,The formatters\nare accessible through the <code>KeyFormatterFactory</code>.  
16,3,1,package,org/eclipse/jface/bindings/keys/formatting#3,To change how\nkeys are formatted in the user interface, call\n<code>KeyFormatterFactory.setDefault(IKeyFormatter)</code>.  
16,4,0,package,org/eclipse/jface/bindings/keys/formatting#4,They provided\nformatters are:\n</p>\n<dl>\n<dt>FormalKeyFormatter</dt>\n
16,5,0,package,org/eclipse/jface/bindings/keys/formatting#5,<dd>Provides a formal grammar for reading and writing key sequences.</dd>\n<dt>NativeKeyFormatter</dt>\n
16,6,0,package,org/eclipse/jface/bindings/keys/formatting#6,<dd>Provide a native-looking, human-readable format for keys.</dd>\n<dt>CompactKeyFormatter</dt>\n
16,7,0,package,org/eclipse/jface/bindings/keys/formatting#7,<dd>A variation of the native formatter that provides a more compact representation.</dd>\n<dt>EmacsKeyFormatter</dt>\n
